"","Plot","Patch","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","year","day","patcharea","nnd","bufferarea","ifm","tbufferarea"
"8980","13",9,"3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"2015","17",0.055292031,3.90314552680225,3.224609241,7.16062012914248,3.279901272
"8981","13",9,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"2015","29",0.055292031,3.90314552680225,3.224609241,7.16062012914248,3.279901272
"8983","13",9,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"2015","20",0.055292031,3.90314552680225,3.224609241,7.16062012914248,3.279901272
"9048","13",96,"10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"2015","01",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9049","13",96,"10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"2015","01",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9050","13",96,"8/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"2015","18",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9051","13",96,"8/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"2015","18",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9054","13",96,"6/10/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"2015","10",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9055","13",96,"6/10/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"2015","10",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9056","13",96,"3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"2015","17",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9057","13",96,"3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"2015","17",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9060","13",96,"9/3/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"2015","03",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9061","13",96,"9/3/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"2015","03",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9062","13",96,"6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9063","13",96,"6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9064","13",96,"5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"2015","27",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9065","13",96,"5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"2015","27",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9066","13",96,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"2015","29",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9067","13",96,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"2015","29",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9070","13",96,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"2015","20",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9071","13",96,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"2015","20",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9072","13",96,"4/29/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"2015","29",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9073","13",96,"4/29/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"2015","29",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9074","13",96,"6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9075","13",96,"6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9076","13",96,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"2015","21",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9077","13",96,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"2015","21",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9078","13",96,"7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"2015","08",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9079","13",96,"7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"2015","08",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9080","13",96,"8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"2015","07",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9081","13",96,"8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"2015","07",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9082","13",96,"7/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"2015","22",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9083","13",96,"7/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"2015","22",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9084","13",96,"4/1/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"2015","01",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9085","13",96,"4/1/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"2015","01",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9086","13",96,"5/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"2015","13",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9087","13",96,"5/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"2015","13",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9090","13",96,"4/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"2015","15",0.095425877,0.845319466242086,0.877329018,1.19193292017763,0.972754895
"9091","13",96,"4/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"2015","15",0.095425877,0.845319466242086,1.629426299,2.72653469365979,1.724852176
"9094","13",97,"6/10/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"2015","10",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9095","13",97,"4/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"2015","15",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9096","13",97,"9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"2015","03",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9097","13",97,"5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"2015","27",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9099","13",97,"5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"2015","13",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9100","13",97,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"2015","21",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9101","13",97,"7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"2015","22",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9103","13",97,"3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"2015","17",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9104","13",97,"4/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"2015","01",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9105","13",97,"7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"2015","08",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9107","13",97,"8/18/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"2015","18",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9108","13",97,"4/29/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"2015","29",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9109","13",97,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"2015","29",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9110","13",97,"10/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"2015","01",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9111","13",97,"6/24/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9115","13",97,"6/24/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9116","13",97,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"2015","20",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9118","13",97,"8/7/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"2015","07",0.098960169,1.26596247963412,3.248367534,4.36891485230572,3.347327703
"9119","13",98,"6/24/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9120","13",98,"4/29/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"2015","29",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9121","13",98,"7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"2015","22",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9122","13",98,"6/24/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9123","13",98,"5/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"2015","27",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9124","13",98,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"2015","21",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9126","13",98,"10/20/2015",0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"2015","20",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9127","13",98,"8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"2015","07",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9128","13",98,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"2015","29",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9129","13",98,"9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"2015","03",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9131","13",98,"5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"2015","13",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9132","13",98,"6/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"2015","10",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9133","13",98,"3/17/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"2015","17",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9134","13",98,"7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"2015","08",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9135","13",98,"10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"2015","01",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9136","13",98,"4/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"2015","01",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9137","13",98,"8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"2015","18",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9140","13",98,"4/15/2015",0,0,0,0,0,0,0,0,1,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"2015","15",0.031101767,1.26596247963412,3.362878587,4.67935991692284,3.393980354
"9144","13",99,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,2015-10-29,"2015","29",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9146","13",99,"8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,2015-08-18,"2015","18",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9147","13",99,"4/29/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,2015-04-29,"2015","29",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9148","13",99,"6/24/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9149","13",99,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,2015-09-21,"2015","21",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9150","13",99,"5/13/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,2015-05-13,"2015","13",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9152","13",99,"6/24/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,2015-06-24,"2015","24",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9153","13",99,"6/10/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,2015-06-10,"2015","10",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9154","13",99,"3/17/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,2015-03-17,"2015","17",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9155","13",99,"5/27/2015",0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,2015-05-27,"2015","27",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9157","13",99,"4/15/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,2015-04-15,"2015","15",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9159","13",99,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,2015-10-20,"2015","20",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9161","13",99,"8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,2015-08-07,"2015","07",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9162","13",99,"4/1/2015",0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,2015-04-01,"2015","01",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9163","13",99,"7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,2015-07-08,"2015","08",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9166","13",99,"7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,2015-07-22,"2015","22",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9167","13",99,"9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,2015-09-03,"2015","03",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9168","13",99,"10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,2015-10-01,"2015","01",0.088828532,1.91298222656614,3.185692761,4.61136159881105,3.274521293
"9169","14",1,"5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"2015","13",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9170","14",1,"5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"2015","13",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9171","14",1,"9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"2015","03",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9172","14",1,"9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"2015","03",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9177","14",1,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"2015","21",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9178","14",1,"9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"2015","21",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9181","14",1,"8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"2015","07",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9182","14",1,"8/7/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"2015","07",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9183","14",1,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"2015","29",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9184","14",1,"10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"2015","29",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9189","14",1,"5/27/2015",0,1,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"2015","27",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9190","14",1,"5/27/2015",0,1,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"2015","27",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9191","14",1,"7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"2015","08",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
"9192","14",1,"7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"2015","08",0.249128297,6.3210363865298,0.339606167,2.34742121801581,0.588734464
"9193","14",1,"4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"2015","29",0.249128297,4.73400380198554,0.404401516,2.55337986458629,0.653529813
