"","Plot","Patch","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea"
"4405","14",101,"2015","7/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,15,2015-07-22,"22",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4406","14",101,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"21",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4407","14",101,"2015","8/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,17,2015-08-18,"18",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4408","14",101,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"29",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4409","14",101,"2015","6/24/2015",0,0,1,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,13,2015-06-24,"24",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4410","14",101,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"08",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4411","14",101,"2015","5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"27",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4412","14",101,"2015","6/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,12,2015-06-10,"10",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4413","14",101,"2015","3/18/2015",0,0,0,0,0,0,0,0,1,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,6,2015-03-18,"18",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4414","14",101,"2015","4/1/2015",0,0,0,0,0,0,0,0,0,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,7,2015-04-01,"01",0.318871654,3.49300701397954,8.591077808,7.275692964,7.43256738410513,7.594564618,8.909949462
"4420","14",11,"2015","6/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,12,2015-06-10,"10",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4421","14",11,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"21",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4422","14",11,"2015","10/29/2015",0,0,1,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"29",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4423","14",11,"2015","6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,13,2015-06-24,"24",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4424","14",11,"2015","7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"08",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4425","14",11,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"29",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4426","14",11,"2015","5/27/2015",0,2,1,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"27",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4427","14",11,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,21,2015-10-20,"20",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4428","14",11,"2015","9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"03",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4429","14",11,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"07",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4430","14",11,"2015","10/1/2015",0,0,2,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,20,2015-10-01,"01",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4431","14",11,"2015","7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,15,2015-07-22,"22",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4432","14",11,"2015","4/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,7,2015-04-01,"01",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4433","14",11,"2015","3/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,6,2015-03-18,"18",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4434","14",11,"2015","4/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,8,2015-04-15,"15",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4435","14",11,"2015","5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"13",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4436","14",11,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,17,2015-08-18,"18",0.152917022,2.28900961128659,3.859839276,3.859839276,3.92563755617505,4.012756298,4.012756298
"4442","14",112,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"07",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4443","14",112,"2015","6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,13,2015-06-24,"24",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4444","14",112,"2015","9/3/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"03",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4445","14",112,"2015","6/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,12,2015-06-10,"10",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4446","14",112,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,20,2015-10-01,"01",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4447","14",112,"2015","3/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,6,2015-03-18,"18",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4448","14",112,"2015","5/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"13",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4449","14",112,"2015","7/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,15,2015-07-22,"22",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4450","14",112,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,21,2015-10-20,"20",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4451","14",112,"2015","7/8/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"08",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4452","14",112,"2015","9/21/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"21",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4453","14",112,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,17,2015-08-18,"18",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4454","14",112,"2015","10/29/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"29",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4455","14",112,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"29",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4456","14",112,"2015","5/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"27",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4457","14",112,"2015","4/15/2015",0,0,0,0,0,0,0,0,0,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,8,2015-04-15,"15",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4458","14",112,"2015","4/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,7,2015-04-01,"01",0.020891591,1.8992640678245,2.524898018,2.452013068,4.77483527631555,2.472904659,2.545789609
"4464","14",113,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"21",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4465","14",113,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,21,2015-10-20,"20",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4466","14",113,"2015","4/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,8,2015-04-15,"15",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4467","14",113,"2015","10/1/2015",0,0,0,0,0,1,0,0,0,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,20,2015-10-01,"01",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4468","14",113,"2015","7/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,15,2015-07-22,"22",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4469","14",113,"2015","3/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,6,2015-03-18,"18",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4470","14",113,"2015","6/24/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,13,2015-06-24,"24",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4471","14",113,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,17,2015-08-18,"18",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4472","14",113,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"07",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4473","14",113,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,1,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"29",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4474","14",113,"2015","9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"03",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4475","14",113,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"29",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4476","14",113,"2015","5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"13",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4477","14",113,"2015","6/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,12,2015-06-10,"10",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4478","14",113,"2015","4/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,7,2015-04-01,"01",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4479","14",113,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"08",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4480","14",113,"2015","5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"27",0.041233404,1.56880209079713,2.291791843,2.291791843,4.42615420876129,2.333025247,2.333025247
"4486","14",12,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"08",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4487","14",12,"2015","4/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,8,2015-04-15,"15",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4488","14",12,"2015","4/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,7,2015-04-01,"01",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4489","14",12,"2015","9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"03",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4490","14",12,"2015","7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,15,2015-07-22,"22",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4491","14",12,"2015","5/13/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"13",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4492","14",12,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,20,2015-10-01,"01",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4493","14",12,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"07",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4494","14",12,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,21,2015-10-20,"20",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4495","14",12,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"29",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4496","14",12,"2015","5/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"27",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4497","14",12,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,17,2015-08-18,"18",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4498","14",12,"2015","6/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,12,2015-06-10,"10",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4499","14",12,"2015","3/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,6,2015-03-18,"18",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4500","14",12,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"21",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4501","14",12,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"29",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4502","14",12,"2015","6/24/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,13,2015-06-24,"24",0.151110607,1.48481985429449,2.393029664,2.393029664,2.86892792341359,2.544140271,2.544140271
"4508","14",124,"2015","3/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,6,2015-03-18,"18",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4509","14",124,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"29",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4510","14",124,"2015","4/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,9,2015-04-29,"29",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4511","14",124,"2015","7/8/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,14,2015-07-08,"08",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4512","14",124,"2015","4/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,7,2015-04-01,"01",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4513","14",124,"2015","7/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,15,2015-07-22,"22",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4514","14",124,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,21,2015-10-20,"20",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4515","14",124,"2015","6/24/2015",0,0,0,0,0,0,0,0,1,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,13,2015-06-24,"24",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4516","14",124,"2015","8/7/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,16,2015-08-07,"07",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4517","14",124,"2015","6/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,12,2015-06-10,"10",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4518","14",124,"2015","5/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,11,2015-05-27,"27",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4519","14",124,"2015","4/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,8,2015-04-15,"15",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4520","14",124,"2015","9/21/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,19,2015-09-21,"21",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4521","14",124,"2015","9/3/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,18,2015-09-03,"03",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4522","14",124,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,20,2015-10-01,"01",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4523","14",124,"2015","5/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,10,2015-05-13,"13",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4524","14",124,"2015","8/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,17,2015-08-18,"18",0.067151543,1.34338564829243,0.953787531,0.687301934,1.94339494057972,0.754453477,1.020939074
"4530","14",13,"2015","10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,21,2015-10-20,"20",0.03848451,0.749154856981061,2.389888072,2.389888072,2.83438867317138,2.428372582,2.428372582
"4531","14",13,"2015","4/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,8,2015-04-15,"15",0.03848451,0.749154856981061,2.389888072,2.389888072,2.83438867317138,2.428372582,2.428372582
"4532","14",13,"2015","10/29/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,22,2015-10-29,"29",0.03848451,0.749154856981061,2.389888072,2.389888072,2.83438867317138,2.428372582,2.428372582
"4533","14",13,"2015","10/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",150,172,22,0.127906977,159,120,2.5,46.08431108,18.3085873,0.397284604,20,2015-10-01,"01",0.03848451,0.749154856981061,2.389888072,2.389888072,2.83438867317138,2.428372582,2.428372582
