"","X","Plot","Patch","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month"
"3348",3348,13,32,2015,2015-10-20,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,"2015-10-20",20,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,10
"3349",3349,13,32,2015,2015-07-08,0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,7
"3350",3350,13,32,2015,2015-04-01,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,"2015-04-01",1,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,4
"3351",3351,13,32,2015,2015-05-27,0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,"2015-05-27",27,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,5
"3352",3352,13,32,2015,2015-05-13,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,"2015-05-13",13,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,5
"3353",3353,13,32,2015,2015-06-24,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,"2015-06-24",24,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,6
"3354",3354,13,32,2015,2015-04-29,0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,"2015-04-29",29,0.196035382,1.29012635029245,3.701345926,3.536412312,4.05006251146869,3.732447694,3.897381308,4
"3360",3360,13,33,2015,2015-04-01,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,"2015-04-01",1,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,4
"3361",3361,13,33,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,"2015-03-17",17,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,3
"3362",3362,13,33,2015,2015-07-08,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,7
"3363",3363,13,33,2015,2015-04-29,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,"2015-04-29",29,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,4
"3364",3364,13,33,2015,2015-05-13,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,"2015-05-13",13,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,5
"3365",3365,13,33,2015,2015-05-27,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,"2015-05-27",27,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,5
"3366",3366,13,33,2015,2015-08-07,0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,"2015-08-07",7,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,8
"3367",3367,13,33,2015,2015-04-15,0,0,0,0,0,0,0,0,1,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,"2015-04-15",15,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,4
"3368",3368,13,33,2015,2015-06-10,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,"2015-06-10",10,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,6
"3369",3369,13,33,2015,2015-09-03,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,"2015-09-03",3,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,9
"3370",3370,13,33,2015,2015-08-18,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,"2015-08-18",18,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,8
"3371",3371,13,33,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,"2015-09-21",21,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,9
"3372",3372,13,33,2015,2015-10-01,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,"2015-10-01",1,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,10
"3373",3373,13,33,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,"2015-07-22",22,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,7
"3374",3374,13,33,2015,2015-10-20,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,"2015-10-20",20,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,10
"3375",3375,13,33,2015,2015-10-29,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,"2015-10-29",29,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,10
"3376",3376,13,33,2015,2015-06-24,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,"2015-06-24",24,0.059611721,1.29749951829389,5.052073688,3.656342612,4.20375089963471,3.715954333,5.111685409,6
"3382",3382,13,34,2015,2015-10-01,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,"2015-10-01",1,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,10
"3383",3383,13,34,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,"2015-05-27",27,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,5
"3384",3384,13,34,2015,2015-04-01,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,"2015-04-01",1,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,4
"3385",3385,13,34,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,"2015-06-10",10,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,6
"3386",3386,13,34,2015,2015-08-07,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,"2015-08-07",7,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,8
"3387",3387,13,34,2015,2015-04-15,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,"2015-04-15",15,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,4
"3388",3388,13,34,2015,2015-06-24,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,"2015-06-24",24,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,6
"3389",3389,13,34,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,"2015-03-17",17,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,3
"3390",3390,13,34,2015,2015-09-03,0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,"2015-09-03",3,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,9
"3391",3391,13,34,2015,2015-10-20,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,"2015-10-20",20,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,10
"3392",3392,13,34,2015,2015-05-13,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,"2015-05-13",13,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,5
"3393",3393,13,34,2015,2015-07-22,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,"2015-07-22",22,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,7
"3394",3394,13,34,2015,2015-08-18,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,"2015-08-18",18,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,8
"3395",3395,13,34,2015,2015-09-21,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,"2015-09-21",21,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,9
"3396",3396,13,34,2015,2015-04-29,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,"2015-04-29",29,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,4
"3397",3397,13,34,2015,2015-10-29,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,"2015-10-29",29,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,10
"3398",3398,13,34,2015,2015-07-08,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.028274334,1.06247117592148,5.699006155,5.677800405,4.58381072522448,5.706074739,5.727280489,7
"3404",3404,13,35,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,"2015-06-10",10,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,6
"3405",3405,13,35,2015,2015-04-15,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,"2015-04-15",15,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,4
"3406",3406,13,35,2015,2015-05-13,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,"2015-05-13",13,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,5
"3407",3407,13,35,2015,2015-04-29,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,"2015-04-29",29,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,4
"3408",3408,13,35,2015,2015-03-17,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,"2015-03-17",17,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,3
"3409",3409,13,35,2015,2015-09-21,0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,"2015-09-21",21,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,9
"3410",3410,13,35,2015,2015-07-22,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,"2015-07-22",22,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,7
"3411",3411,13,35,2015,2015-10-29,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,"2015-10-29",29,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,10
"3412",3412,13,35,2015,2015-08-18,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,"2015-08-18",18,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,8
"3413",3413,13,35,2015,2015-07-08,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,7
"3414",3414,13,35,2015,2015-10-01,0,0,0,0,0,1,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,"2015-10-01",1,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,10
"3415",3415,13,35,2015,2015-10-20,0,0,0,0,0,1,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,"2015-10-20",20,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,10
"3416",3416,13,35,2015,2015-04-01,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,"2015-04-01",1,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,4
"3417",3417,13,35,2015,2015-09-03,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,"2015-09-03",3,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,9
"3418",3418,13,35,2015,2015-06-24,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,"2015-06-24",24,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,6
"3419",3419,13,35,2015,2015-08-07,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,"2015-08-07",7,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,8
"3420",3420,13,35,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,"2015-05-27",27,0.09848893,1.06247117592148,7.183330144,6.228285977,4.73061245392314,6.326774907,7.281819074,5
"3426",3426,13,36,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,"2015-09-21",21,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,9
"3427",3427,13,36,2015,2015-04-29,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,"2015-04-29",29,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,4
"3428",3428,13,36,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,"2015-06-10",10,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,6
"3429",3429,13,36,2015,2015-10-20,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,"2015-10-20",20,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,10
"3430",3430,13,36,2015,2015-04-01,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,"2015-04-01",1,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,4
"3431",3431,13,36,2015,2015-05-13,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,"2015-05-13",13,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,5
"3432",3432,13,36,2015,2015-10-01,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,"2015-10-01",1,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,10
"3433",3433,13,36,2015,2015-04-15,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,"2015-04-15",15,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,4
"3434",3434,13,36,2015,2015-08-18,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,"2015-08-18",18,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,8
"3435",3435,13,36,2015,2015-08-07,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,"2015-08-07",7,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,8
"3436",3436,13,36,2015,2015-10-29,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,"2015-10-29",29,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,10
"3437",3437,13,36,2015,2015-03-17,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,"2015-03-17",17,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,3
"3438",3438,13,36,2015,2015-09-03,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,"2015-09-03",3,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,9
"3439",3439,13,36,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,"2015-05-27",27,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,5
"3440",3440,13,36,2015,2015-06-24,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,"2015-06-24",24,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,6
"3441",3441,13,36,2015,2015-07-08,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,7
"3442",3442,13,36,2015,2015-07-22,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,"2015-07-22",22,0.054977871,1.71520377805116,7.100627718,7.078636569,5.08868597875343,7.13361444,7.155605589,7
"3448",3448,13,37,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,11,"2015-05-27",27,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,5
"3449",3449,13,37,2015,2015-03-17,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,6,"2015-03-17",17,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,3
"3450",3450,13,37,2015,2015-06-24,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,13,"2015-06-24",24,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,6
"3451",3451,13,37,2015,2015-04-01,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,7,"2015-04-01",1,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,4
"3452",3452,13,37,2015,2015-09-21,0,0,1,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,"2015-09-21",21,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,9
"3453",3453,13,37,2015,2015-08-18,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,17,"2015-08-18",18,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,8
"3454",3454,13,37,2015,2015-09-03,0,6,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,18,"2015-09-03",3,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,9
"3455",3455,13,37,2015,2015-10-29,0,0,1,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,"2015-10-29",29,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,10
"3456",3456,13,37,2015,2015-07-08,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,7
"3457",3457,13,37,2015,2015-10-01,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,20,"2015-10-01",1,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,10
"3458",3458,13,37,2015,2015-05-13,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,10,"2015-05-13",13,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,5
"3459",3459,13,37,2015,2015-04-29,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,9,"2015-04-29",29,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,4
"3460",3460,13,37,2015,2015-04-15,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,"2015-04-15",15,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,4
"3461",3461,13,37,2015,2015-08-07,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,16,"2015-08-07",7,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,8
"3462",3462,13,37,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,15,"2015-07-22",22,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,7
"3463",3463,13,37,2015,2015-10-20,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,21,"2015-10-20",20,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,10
"3464",3464,13,37,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,12,"2015-06-10",10,0.050658182,1.85479945004993,6.134509435,4.950914403,4.96340532367366,5.001572585,6.185167617,6
"3470",3470,13,38,2015,2015-10-29,0,0,0,0,0,0,0,0,0,1,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,22,"2015-10-29",29,0.124407069,2.90438461640823,5.719976286,5.507918782,5.2907651033584,5.632325851,5.844383355,10
"3471",3471,13,38,2015,2015-04-15,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,8,"2015-04-15",15,0.124407069,2.90438461640823,5.719976286,5.507918782,5.2907651033584,5.632325851,5.844383355,4
"3472",3472,13,38,2015,2015-07-08,0,0,0,0,0,1,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,14,"2015-07-08",8,0.124407069,2.90438461640823,5.719976286,5.507918782,5.2907651033584,5.632325851,5.844383355,7
"3473",3473,13,38,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",120,204,84,0.411764706,188,47,1.25,49.57678632,30.94903955,0.624264739,19,"2015-09-21",21,0.124407069,2.90438461640823,5.719976286,5.507918782,5.2907651033584,5.632325851,5.844383355,9
